path,title,words,sha256
04-komponenty-bazowe/komponenty/tooltip.md,Tooltip,275,ca512e8ca3886cce61a4554a8385018748c10f3e0cbe9a9a8a05ebdaca3671ec
04-komponenty-bazowe/komponenty/verificationcodeinput.md,VerificationCodeInput,285,4a7f5d77e198a2d38977549bed8d9dca9e3f0b19a4673af5d004884c384b4e0a
04-komponenty-domenowe/attribution-comparison.md,AttributionComparison,256,40a0a46b38547f40028e454b5fc1936b582225b90dc94eb8f75886892c41a62b
04-komponenty-domenowe/budget-pacing.md,BudgetPacing,254,f7d0b169cfc2e0f61470210dc15dd816a416fa6bbd1aa98ef83659a187627698
04-komponenty-domenowe/cohort-matrix.md,CohortMatrix,254,85c3a4ac112543a2b3227c908c5e63509c7d526751c770314de396065320a879
04-komponenty-domenowe/customer-segments.md,CustomerSegments,254,6031c8d18ab71d850db2874f3318b0d109cf9977f2cf5bcfc6b16b899d08d7af
04-komponenty-domenowe/data-status-banner.md,DataStatusBanner,255,070c5235690ae1e45ebfdc229775886bec1ae8f07cef07588b8878c25314fe1a
04-komponenty-domenowe/decision-queue.md,DecisionQueue,255,c18dae579067eacf027a6af97df92fc93144925186cc8d571413bf0a69de61e3
04-komponenty-domenowe/evidence-panel.md,EvidencePanel,254,e2449d5eb92f981776eda59c4ac12bc7221fb02e7bb93dae6bf5de3a8cf13ca5
04-komponenty-domenowe/funnel-step.md,FunnelStep,256,62e5a741fe27859b6ea9e61f0f6204095d295743a1777de296cc1e2b9fda59f9
04-komponenty-domenowe/lineage-graph.md,LineageGraph,255,9cb273aff107f645108eaa9b57f398ae38eb6023d69e81a3fe883e812c113860
04-komponenty-domenowe/morning-brief.md,MorningBrief,255,9429a9b2530333d6a9fa89b34b2d9c9e700e320dc765337150842f345d8f654c
04-komponenty-domenowe/pairing-flow.md,PairingFlow,255,68b9a0fb14ce19c0920ae0497660079c8005cbc4b3b374410c3f238cbb975f9d
04-komponenty-domenowe/plan-performance.md,PlanPerformance,256,ff9338e0d0d7e3fab084707d4484b0dac467555650633ef4e65e45e1c74ecca5
04-komponenty-domenowe/recommendation-card.md,RecommendationCard,254,c41b596561b4500bed4f1000aa37ad667c902a2fa43f1ad5c4527839f9cf58d0
04-komponenty-domenowe/reconciliation-panel.md,ReconciliationPanel,254,0a85ac12dd7bb581445070c9ba73be1a7423c727b6124645b6bb0ced192ead6d
